2025-03-13 20:58:41,835 | INFO | NONE | 92149 | 8264403008 | root | Log synchronization initialized: PID=92149, Host=Joshs-MacBook-Pro.local
2025-03-13 20:58:41,877 | INFO | NONE | 92149 | 8264403008 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-13 20:58:50,256 | INFO | 92181 | 8264403008 | root | Log synchronization initialized: PID=92181, Host=Joshs-MacBook-Pro.local
2025-03-16 21:34:28,075 | INFO | 43382 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:34:28,086 | INFO | 43382 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:34:44,759 | INFO | 43583 | 8526678080 | root | Log synchronization initialized: PID=43583, Host=Joshs-MacBook-Pro.local
2025-03-16 21:34:44,760 | INFO | 43583 | 8526678080 | root | Debug mode enabled
2025-03-16 21:34:44,760 | INFO | 43583 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com
2025-03-16 21:34:44,770 | INFO | 43583 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:34:45,573 | INFO | 43583 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:34:45,644 | INFO | 43583 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:34:45,678 | INFO | 43583 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:34:45,681 | ERROR | 43583 | 8526678080 | contact_extractor | [253cb936-a38d-496b-af7c-9034816338df] Failed to initialize Chrome WebDriver: [Errno 8] Exec format error: '/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver'
2025-03-16 21:34:45,681 | ERROR | 43583 | 8526678080 | verification_test | Error during extraction test: [Errno 8] Exec format error: '/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver'
2025-03-16 21:34:45,682 | INFO | 43583 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:35:03,173 | INFO | 43797 | 8526678080 | root | Log synchronization initialized: PID=43797, Host=Joshs-MacBook-Pro.local
2025-03-16 21:35:03,174 | INFO | 43797 | 8526678080 | root | Debug mode enabled
2025-03-16 21:35:03,174 | INFO | 43797 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com
2025-03-16 21:35:03,186 | INFO | 43797 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:35:03,303 | INFO | 43797 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:03,354 | INFO | 43797 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:03,391 | INFO | 43797 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:35:03,393 | ERROR | 43797 | 8526678080 | contact_extractor | [bdd7aee2-c64e-4d08-8311-a9c68a0cb95b] Failed to initialize Chrome WebDriver: [Errno 8] Exec format error: '/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver'
2025-03-16 21:35:03,393 | ERROR | 43797 | 8526678080 | verification_test | Error during extraction test: [Errno 8] Exec format error: '/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver'
2025-03-16 21:35:03,394 | INFO | 43797 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:35:29,193 | INFO | 44074 | 8526678080 | root | Log synchronization initialized: PID=44074, Host=Joshs-MacBook-Pro.local
2025-03-16 21:35:29,195 | INFO | 44074 | 8526678080 | root | Debug mode enabled
2025-03-16 21:35:29,195 | INFO | 44074 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com
2025-03-16 21:35:29,206 | INFO | 44074 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:35:29,324 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:29,371 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:29,404 | INFO | 44074 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:35:29,406 | ERROR | 44074 | 8526678080 | contact_extractor | [faf3b09c-f00f-4785-ae0b-6dacbbb1fb19] Failed to initialize Chrome WebDriver: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:29,406 | WARNING | 44074 | 8526678080 | error_handler | Retry 1/2 for setup_driver after 1.98s due to WebDriverException: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:31,388 | INFO | 44074 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:35:31,504 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:31,548 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:31,583 | INFO | 44074 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:35:31,586 | ERROR | 44074 | 8526678080 | contact_extractor | [faf3b09c-f00f-4785-ae0b-6dacbbb1fb19] Failed to initialize Chrome WebDriver: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:31,586 | WARNING | 44074 | 8526678080 | error_handler | Retry 2/2 for setup_driver after 3.26s due to WebDriverException: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:34,852 | INFO | 44074 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:35:34,969 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:35,010 | INFO | 44074 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:35,046 | INFO | 44074 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:35:35,048 | ERROR | 44074 | 8526678080 | contact_extractor | [faf3b09c-f00f-4785-ae0b-6dacbbb1fb19] Failed to initialize Chrome WebDriver: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:35,048 | ERROR | 44074 | 8526678080 | error_handler | Failed after 2 retries: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:35,048 | ERROR | 44074 | 8526678080 | verification_test | Error during extraction test: Message: 'chromedriver' executable may have wrong permissions.

2025-03-16 21:35:35,049 | INFO | 44074 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:35:51,553 | INFO | 44353 | 8526678080 | root | Log synchronization initialized: PID=44353, Host=Joshs-MacBook-Pro.local
2025-03-16 21:35:51,554 | INFO | 44353 | 8526678080 | root | Debug mode enabled
2025-03-16 21:35:51,554 | INFO | 44353 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com
2025-03-16 21:35:51,567 | INFO | 44353 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:35:51,672 | INFO | 44353 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:51,729 | INFO | 44353 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:35:51,763 | INFO | 44353 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:35:53,768 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Chrome WebDriver initialized successfully
2025-03-16 21:35:53,768 | INFO | 44353 | 8526678080 | contact_extractor | ContactExtractor initialized with enhanced capabilities
2025-03-16 21:35:53,768 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Attempting to extract contacts from: https://www.legendstoyota.com
2025-03-16 21:35:59,771 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:04,713 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:04,715 | WARNING | 44353 | 8526678080 | error_handler | Retry 1/2 for _load_page_with_retry after 0.60s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:05,555 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:08,670 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:08,670 | WARNING | 44353 | 8526678080 | error_handler | Retry 2/2 for _load_page_with_retry after 1.71s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:10,615 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:14,392 | WARNING | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:14,392 | ERROR | 44353 | 8526678080 | error_handler | Failed after 2 retries: Message: Detected anti-scraping measures

2025-03-16 21:36:14,392 | ERROR | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] WebDriver error for https://www.legendstoyota.com: Message: Detected anti-scraping measures

2025-03-16 21:36:14,520 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Chrome WebDriver cleaned up
2025-03-16 21:36:14,520 | WARNING | 44353 | 8526678080 | error_handler | Retry 1/3 for extract_contacts after 1.08s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:15,604 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Attempting to extract contacts from: https://www.legendstoyota.com
2025-03-16 21:36:16,772 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f62b10>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840/url
2025-03-16 21:36:16,774 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f63810>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840/url
2025-03-16 21:36:16,776 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f3c550>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840/url
2025-03-16 21:36:16,778 | ERROR | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Unexpected error while extracting contacts from https://www.legendstoyota.com: HTTPConnectionPool(host='localhost', port=57207): Max retries exceeded with url: /session/3248849e6e33f17ac20b2e09936ab840/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f2c750>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:36:16,782 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108fbc450>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,783 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108fbcb10>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,784 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108fbd1d0>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,790 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Chrome WebDriver cleaned up
2025-03-16 21:36:16,790 | ERROR | 44353 | 8526678080 | verification_test | Error during extraction test: HTTPConnectionPool(host='localhost', port=57207): Max retries exceeded with url: /session/3248849e6e33f17ac20b2e09936ab840/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f2c750>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:36:16,791 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108fbff10>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,792 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108fbf090>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,793 | WARNING | 44353 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x108f2fd10>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/3248849e6e33f17ac20b2e09936ab840
2025-03-16 21:36:16,797 | INFO | 44353 | 8526678080 | contact_extractor | [bb9805ab-42b2-4f56-9f08-b61757b98dd6] Chrome WebDriver cleaned up
2025-03-16 21:36:16,816 | INFO | 44353 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:36:33,263 | INFO | 44870 | 8526678080 | root | Log synchronization initialized: PID=44870, Host=Joshs-MacBook-Pro.local
2025-03-16 21:36:33,265 | INFO | 44870 | 8526678080 | root | Debug mode enabled
2025-03-16 21:36:33,265 | INFO | 44870 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com
2025-03-16 21:36:33,278 | INFO | 44870 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:36:33,615 | INFO | 44870 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:36:33,685 | INFO | 44870 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:36:33,725 | INFO | 44870 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:36:35,159 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Chrome WebDriver initialized successfully
2025-03-16 21:36:35,159 | INFO | 44870 | 8526678080 | contact_extractor | ContactExtractor initialized with enhanced capabilities
2025-03-16 21:36:35,159 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Attempting to extract contacts from: https://www.legendstoyota.com
2025-03-16 21:36:40,518 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:43,800 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:43,801 | WARNING | 44870 | 8526678080 | error_handler | Retry 1/2 for _load_page_with_retry after 0.94s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:44,923 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:48,891 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:48,891 | WARNING | 44870 | 8526678080 | error_handler | Retry 2/2 for _load_page_with_retry after 1.28s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:50,212 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Possible blocking detected on https://www.legendstoyota.com
2025-03-16 21:36:53,493 | WARNING | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] WebDriver error for https://www.legendstoyota.com, retrying: Message: Detected anti-scraping measures

2025-03-16 21:36:53,493 | ERROR | 44870 | 8526678080 | error_handler | Failed after 2 retries: Message: Detected anti-scraping measures

2025-03-16 21:36:53,494 | ERROR | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] WebDriver error for https://www.legendstoyota.com: Message: Detected anti-scraping measures

2025-03-16 21:36:53,606 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Chrome WebDriver cleaned up
2025-03-16 21:36:53,606 | WARNING | 44870 | 8526678080 | error_handler | Retry 1/3 for extract_contacts after 1.81s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:36:55,419 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Attempting to extract contacts from: https://www.legendstoyota.com
2025-03-16 21:36:56,391 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1053bdf50>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc/url
2025-03-16 21:36:56,392 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1053beb90>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc/url
2025-03-16 21:36:56,393 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1053bf890>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc/url
2025-03-16 21:36:56,393 | ERROR | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Unexpected error while extracting contacts from https://www.legendstoyota.com: HTTPConnectionPool(host='localhost', port=57399): Max retries exceeded with url: /session/4b5ecf1af58b33b7d0dbac31b49688fc/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104deff10>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:36:56,394 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10541c410>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,394 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10541cad0>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,395 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10541d190>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,396 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Chrome WebDriver cleaned up
2025-03-16 21:36:56,396 | ERROR | 44870 | 8526678080 | verification_test | Error during extraction test: HTTPConnectionPool(host='localhost', port=57399): Max retries exceeded with url: /session/4b5ecf1af58b33b7d0dbac31b49688fc/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104deff10>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:36:56,396 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10541f050>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,397 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10541ef90>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,398 | WARNING | 44870 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104defc90>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/4b5ecf1af58b33b7d0dbac31b49688fc
2025-03-16 21:36:56,398 | INFO | 44870 | 8526678080 | contact_extractor | [c8c04a22-2480-4e61-aab8-e25980d49e93] Chrome WebDriver cleaned up
2025-03-16 21:36:56,400 | INFO | 44870 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:53:31,873 | INFO | 51763 | 8526678080 | root | Log synchronization initialized: PID=51763, Host=Joshs-MacBook-Pro.local
2025-03-16 21:53:31,874 | INFO | 51763 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.legendstoyota.com/
2025-03-16 21:53:31,891 | INFO | 51763 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:53:32,353 | INFO | 51763 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:53:32,413 | INFO | 51763 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:53:32,447 | INFO | 51763 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:53:33,395 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Chrome WebDriver initialized successfully
2025-03-16 21:53:33,395 | INFO | 51763 | 8526678080 | contact_extractor | ContactExtractor initialized with enhanced capabilities
2025-03-16 21:53:33,395 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Attempting to extract contacts from: https://www.legendstoyota.com/
2025-03-16 21:53:37,627 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Possible blocking detected on https://www.legendstoyota.com/
2025-03-16 21:53:41,592 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] WebDriver error for https://www.legendstoyota.com/, retrying: Message: Detected anti-scraping measures

2025-03-16 21:53:41,594 | WARNING | 51763 | 8526678080 | error_handler | Retry 1/2 for _load_page_with_retry after 0.67s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:53:42,424 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Possible blocking detected on https://www.legendstoyota.com/
2025-03-16 21:53:47,236 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] WebDriver error for https://www.legendstoyota.com/, retrying: Message: Detected anti-scraping measures

2025-03-16 21:53:47,236 | WARNING | 51763 | 8526678080 | error_handler | Retry 2/2 for _load_page_with_retry after 1.27s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:53:48,543 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Possible blocking detected on https://www.legendstoyota.com/
2025-03-16 21:53:51,790 | WARNING | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] WebDriver error for https://www.legendstoyota.com/, retrying: Message: Detected anti-scraping measures

2025-03-16 21:53:51,790 | ERROR | 51763 | 8526678080 | error_handler | Failed after 2 retries: Message: Detected anti-scraping measures

2025-03-16 21:53:51,790 | ERROR | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] WebDriver error for https://www.legendstoyota.com/: Message: Detected anti-scraping measures

2025-03-16 21:53:51,898 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Chrome WebDriver cleaned up
2025-03-16 21:53:51,898 | WARNING | 51763 | 8526678080 | error_handler | Retry 1/3 for extract_contacts after 1.27s due to WebDriverException: Message: Detected anti-scraping measures

2025-03-16 21:53:53,174 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Attempting to extract contacts from: https://www.legendstoyota.com/
2025-03-16 21:53:54,588 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102534fd0>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977/url
2025-03-16 21:53:54,589 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102536290>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977/url
